station_origin,station_destination,flows,prodsimest1,prodsimest4,prodsimest5,prodsimest6
Colindale,Bond Street,41,81,82,87,92
Colindale,Canary Wharf,64,181,104,163,139
Colindale,Euston,136,68,69,79,92
Colindale,Green Park,75,98,100,104,109
Colindale,Liverpool Street,51,192,195,196,194
Colindale,Oxford Circus,103,150,152,164,178
Colindale,Stratford,37,174,176,153,128
Colindale,Warren Street,131,70,71,79,90
Colindale,Waterloo,157,88,89,90,91
Colindale,Westminster,25,62,63,64,65
Colliers Wood,Bank and Monument,427,241,245,255,258
Colliers Wood,Bond Street,31,81,82,83,82
Colliers Wood,Canary Wharf,121,185,106,171,147
Colliers Wood,Euston,64,67,68,66,61
Colliers Wood,Green Park,112,100,101,107,109
Colliers Wood,Liverpool Street,46,195,198,201,197
Colliers Wood,Oxford Circus,214,150,152,155,153
Colliers Wood,Stratford,36,175,178,153,122
Colliers Wood,Warren Street,92,69,70,69,65
Colliers Wood,Waterloo,127,90,91,100,107
Colliers Wood,Westminster,18,63,64,68,70
Covent Garden,Bank and Monument,7,18,18,19,18
Covent Garden,Bond Street,3,6,6,8,8
Covent Garden,Canary Wharf,7,13,7,9,5
Covent Garden,Euston,2,5,5,6,6
Covent Garden,Green Park,23,8,8,11,15
Covent Garden,Liverpool Street,11,14,14,14,11
Covent Garden,Oxford Circus,5,12,12,16,20
Covent Garden,Stratford,7,12,12,8,4
Covent Garden,Warren Street,0,5,5,7,7
Covent Garden,Waterloo,4,7,7,9,11
Covent Garden,Westminster,4,5,5,6,8
Crossharbour,Bank and Monument,730,382,418,289,178
Crossharbour,Canary Wharf,108,340,210,476,614
Crossharbour,Stratford,61,289,316,217,133
Crouch Hill,Stratford,4,96,96,81,59
Croxley,Bank and Monument,5,53,54,51,48
Croxley,Bond Street,17,18,18,18,18
Croxley,Canary Wharf,46,41,24,37,32
Croxley,Green Park,20,22,22,22,22
Croxley,Liverpool Street,39,43,44,42,39
Croxley,Oxford Circus,15,33,34,34,34
Croxley,Stratford,5,40,40,36,32
Croxley,Warren Street,0,15,16,15,15
Croxley,Waterloo,19,20,20,19,19
Croxley,Westminster,20,14,14,14,13
Custom House,Bank and Monument,62,174,189,134,89
Custom House,Canary Wharf,17,145,89,150,142
Custom House,Stratford,1,138,151,137,122
Cutty Sark,Bank and Monument,508,475,518,392,283
Cutty Sark,Canary Wharf,377,404,249,495,574
Cutty Sark,Stratford,61,359,391,295,212
Cyprus,Bank and Monument,36,116,127,97,73
Cyprus,Canary Wharf,8,95,59,98,94
Cyprus,Stratford,0,91,99,90,85
Dagenham East,Bank and Monument,34,87,88,90,91
Dagenham East,Bond Street,13,29,29,27,25
Dagenham East,Canary Wharf,40,69,40,77,85
Dagenham East,Euston,4,24,24,23,22
Dagenham East,Green Park,8,35,36,34,31
Dagenham East,Liverpool Street,38,71,72,75,77
Dagenham East,Oxford Circus,25,53,54,51,47
Dagenham East,Stratford,49,68,69,82,99
Dagenham East,Warren Street,1,25,25,24,22
Dagenham East,Waterloo,13,32,32,31,30
Dagenham East,Westminster,19,22,23,22,20
Dagenham Heathway,Bank and Monument,57,144,146,151,153
Dagenham Heathway,Bond Street,24,48,48,45,41
Dagenham Heathway,Canary Wharf,73,115,66,130,145
Dagenham Heathway,Euston,2,40,40,39,36
Dagenham Heathway,Green Park,18,58,59,56,51
Dagenham Heathway,Liverpool Street,41,117,119,125,130
Dagenham Heathway,Oxford Circus,31,88,90,85,78
Dagenham Heathway,Stratford,117,112,114,139,172
Dagenham Heathway,Warren Street,4,41,41,39,36
Dagenham Heathway,Waterloo,41,53,53,52,50
Dagenham Heathway,Westminster,21,37,38,36,34
Dalston Junction,Stratford,3,709,709,645,506
Dalston Kingsland,Stratford,613,481,481,534,534
Debden,Bank and Monument,119,77,78,80,82
Debden,Bond Street,36,26,26,24,23
Debden,Canary Wharf,56,61,35,66,71
Debden,Euston,4,21,22,21,20
Debden,Green Park,9,31,32,30,28
Debden,Liverpool Street,175,63,64,66,69
Debden,Oxford Circus,50,48,48,46,43
Debden,Stratford,237,60,61,74,94
Debden,Warren Street,4,22,22,21,20
Debden,Waterloo,31,28,29,28,27
Debden,Westminster,13,20,20,20,19
Deptford Bridge,Bank and Monument,423,578,631,483,354
Deptford Bridge,Canary Wharf,310,484,299,553,589
Deptford Bridge,Stratford,86,437,477,364,265
Devons Road,Bank and Monument,59,308,336,237,162
Devons Road,Canary Wharf,127,263,162,307,345
Devons Road,Stratford,627,252,275,290,321
Dollis Hill,Bank and Monument,33,109,111,105,96
Dollis Hill,Bond Street,83,38,39,43,47
Dollis Hill,Canary Wharf,66,84,48,70,54
Dollis Hill,Euston,3,31,32,33,33
Dollis Hill,Green Park,58,46,47,49,52
Dollis Hill,Liverpool Street,48,89,90,86,78
Dollis Hill,Oxford Circus,26,70,71,79,87
Dollis Hill,Stratford,25,81,82,69,54
Dollis Hill,Warren Street,3,32,33,34,36
Dollis Hill,Waterloo,66,41,41,41,40
Dollis Hill,Westminster,48,29,29,30,29
Ealing Broadway,Bank and Monument,792,526,534,497,443
Ealing Broadway,Bond Street,302,182,185,196,205
Ealing Broadway,Canary Wharf,218,405,232,343,268
Ealing Broadway,Euston,48,150,152,151,145
Ealing Broadway,Green Park,60,221,225,232,235
Ealing Broadway,Liverpool Street,689,426,432,395,344
Ealing Broadway,Oxford Circus,453,336,341,356,363
Ealing Broadway,Stratford,170,387,392,314,235
Ealing Broadway,Warren Street,38,154,156,157,154
Ealing Broadway,Waterloo,56,197,199,196,186
Ealing Broadway,Westminster,126,140,142,143,139
Ealing Common,Bank and Monument,27,86,87,79,67
Ealing Common,Bond Street,10,29,30,30,28
Ealing Common,Canary Wharf,33,66,38,55,41
Ealing Common,Euston,7,24,25,24,21
Ealing Common,Green Park,40,36,37,38,38
Ealing Common,Liverpool Street,21,70,71,63,52
Ealing Common,Oxford Circus,17,55,55,56,53
Ealing Common,Stratford,3,63,64,50,35
Ealing Common,Warren Street,6,25,25,25,22
Ealing Common,Waterloo,6,32,33,32,29
Ealing Common,Westminster,16,23,23,23,22
Earl's Court,Bank and Monument,305,338,343,308,243
Earl's Court,Bond Street,71,119,120,131,131
Earl's Court,Canary Wharf,300,257,147,194,123
Earl's Court,Euston,70,97,98,97,85
Earl's Court,Green Park,396,148,150,180,202
Earl's Court,Liverpool Street,157,273,277,239,180
Earl's Court,Oxford Circus,148,220,223,246,248
Earl's Court,Stratford,41,243,246,171,99
Earl's Court,Warren Street,65,100,101,103,94
Earl's Court,Waterloo,38,129,131,135,127
Earl's Court,Westminster,168,93,94,103,104
East Acton,Bank and Monument,106,102,103,96,85
East Acton,Bond Street,81,36,36,41,45
East Acton,Canary Wharf,29,78,45,64,48
East Acton,Euston,14,29,30,30,30
East Acton,Green Park,19,43,44,47,49
East Acton,Liverpool Street,105,82,84,76,65
East Acton,Oxford Circus,110,66,67,73,79
East Acton,Stratford,21,74,75,58,41
East Acton,Warren Street,19,30,30,32,32
East Acton,Waterloo,24,38,39,38,36
East Acton,Westminster,28,27,28,28,27
East Finchley,Bank and Monument,392,249,252,252,249
East Finchley,Bond Street,51,85,87,95,104
East Finchley,Canary Wharf,71,190,109,166,137
East Finchley,Euston,182,73,74,90,112
East Finchley,Green Park,84,104,105,113,122
East Finchley,Liverpool Street,58,203,206,208,209
East Finchley,Oxford Circus,131,159,161,181,205
East Finchley,Stratford,30,182,185,156,126
East Finchley,Warren Street,216,74,75,89,107
East Finchley,Waterloo,199,93,94,96,98
East Finchley,Westminster,36,66,67,69,70
East Ham,Bank and Monument,160,331,336,356,366
East Ham,Bond Street,82,108,110,101,87
East Ham,Canary Wharf,402,267,153,329,397
East Ham,Euston,14,91,92,87,78
East Ham,Green Park,53,133,135,124,108
East Ham,Liverpool Street,294,271,275,300,318
East Ham,Oxford Circus,110,201,204,190,166
East Ham,Stratford,269,266,270,394,591
East Ham,Warren Street,8,93,94,88,77
East Ham,Waterloo,162,120,122,119,110
East Ham,Westminster,71,85,86,82,74
East India,Bank and Monument,694,386,421,287,183
East India,Canary Wharf,38,338,209,434,531
East India,Stratford,6,300,327,255,192
East Putney,Bank and Monument,173,229,232,218,193
East Putney,Bond Street,69,79,80,85,87
East Putney,Canary Wharf,87,176,101,146,111
East Putney,Euston,30,65,66,66,63
East Putney,Green Park,102,98,99,110,121
East Putney,Liverpool Street,49,185,188,172,148
East Putney,Oxford Circus,81,147,149,158,164
East Putney,Stratford,22,167,169,131,93
East Putney,Warren Street,39,67,68,69,67
East Putney,Waterloo,1,86,87,90,89
East Putney,Westminster,71,62,62,66,69
Eastcote,Bank and Monument,14,117,118,111,100
Eastcote,Bond Street,30,40,41,41,40
Eastcote,Canary Wharf,81,90,52,79,65
Eastcote,Green Park,32,49,49,49,47
Eastcote,Liverpool Street,76,95,96,90,81
Eastcote,Oxford Circus,26,74,75,76,75
Eastcote,Stratford,11,87,88,77,64
Eastcote,Warren Street,0,34,34,34,33
Eastcote,Waterloo,24,43,44,42,39
Eastcote,Westminster,53,31,31,30,28
Edgware,Bank and Monument,231,153,155,154,151
Edgware,Bond Street,15,52,53,55,58
Edgware,Canary Wharf,26,118,68,107,93
Edgware,Euston,84,44,45,50,56
Edgware,Green Park,30,64,65,67,69
Edgware,Liverpool Street,31,125,127,126,125
Edgware,Oxford Circus,60,97,99,105,112
Edgware,Stratford,21,113,115,101,87
Edgware,Warren Street,83,45,46,50,55
Edgware,Waterloo,70,57,58,58,58
Edgware,Westminster,12,40,41,41,41
Edgware Road,Bank and Monument,46,115,116,107,86
Edgware Road,Bond Street,5,42,42,57,73
Edgware Road,Canary Wharf,75,86,49,63,38
Edgware Road,Euston,2,34,34,38,39
Edgware Road,Green Park,12,50,50,59,65
Edgware Road,Liverpool Street,156,93,95,87,70
Edgware Road,Oxford Circus,68,77,78,105,134
Edgware Road,Stratford,18,82,83,58,34
Edgware Road,Warren Street,2,35,35,41,44
Edgware Road,Waterloo,63,43,44,45,41
Edgware Road,Westminster,29,31,31,32,30
Edmonton Green,Liverpool Street,404,465,465,451,392
Edmonton Green,Stratford,6,427,427,388,313
Elephant & Castle,Bank and Monument,329,399,,,
Elephant & Castle,Bond Street,48,126,,,
Elephant & Castle,Canary Wharf,192,286,,,
Elephant & Castle,Euston,103,104,,,
Elephant & Castle,Green Park,70,157,,,
Elephant & Castle,Liverpool Street,51,316,,,
Elephant & Castle,Oxford Circus,804,237,,,
Elephant & Castle,Stratford,95,267,,,
Elephant & Castle,Warren Street,81,108,,,
Elephant & Castle,Waterloo,193,152,,,
Elephant & Castle,Westminster,13,104,,,
Elm Park,Bank and Monument,75,125,127,129,130
Elm Park,Bond Street,21,41,42,39,36
Elm Park,Canary Wharf,90,100,57,110,119
Elm Park,Euston,4,35,35,34,31
Elm Park,Green Park,13,51,52,48,44
Elm Park,Liverpool Street,80,102,104,107,109
Elm Park,Oxford Circus,29,77,78,74,68
Elm Park,Stratford,65,97,99,114,135
Elm Park,Warren Street,2,35,36,34,31
Elm Park,Waterloo,23,46,47,45,43
Elm Park,Westminster,24,32,33,32,30
Elverson Road,Bank and Monument,255,290,320,240,165
Elverson Road,Canary Wharf,125,242,150,265,255
Elverson Road,Stratford,55,220,242,181,123
Embankment,Bank and Monument,166,172,175,195,191
Embankment,Bond Street,7,59,60,71,74
Embankment,Canary Wharf,44,124,71,90,51
Embankment,Euston,34,48,49,52,48
Embankment,Green Park,6,74,75,103,129
Embankment,Liverpool Street,64,137,139,139,119
Embankment,Oxford Circus,59,111,113,149,177
Embankment,Stratford,26,117,119,77,39
Embankment,Warren Street,42,50,51,59,60
Embankment,Waterloo,52,71,72,138,255
Embankment,Westminster,59,50,51,99,185
Enfield Town,Liverpool Street,602,427,427,422,395
Enfield Town,Stratford,0,393,393,368,324
Epping,Bank and Monument,198,130,132,135,139
Epping,Bond Street,59,43,44,42,40
Epping,Canary Wharf,106,103,59,110,118
Epping,Euston,13,36,37,36,35
Epping,Green Park,16,53,54,52,49
Epping,Liverpool Street,323,106,108,111,117
Epping,Oxford Circus,99,81,82,79,76
Epping,Stratford,394,101,103,119,144
Epping,Warren Street,13,37,38,36,35
Epping,Waterloo,51,48,49,48,47
Epping,Westminster,22,34,34,33,33
Euston,Bank and Monument,1956,688,,,
Euston,Bond Street,70,247,,,
Euston,Canary Wharf,478,509,,,
Euston,Euston,0,999,,,
Euston,Green Park,463,297,,,
Euston,Liverpool Street,109,563,,,
Euston,Oxford Circus,615,468,,,
Euston,Stratford,100,486,,,
Euston,Warren Street,26,237,,,
Euston,Waterloo,652,259,,,
Euston,Westminster,217,184,,,
Euston Square,Bank and Monument,27,208,,,
Euston Square,Bond Street,4,73,,,
Euston Square,Canary Wharf,8,154,,,
Euston Square,Euston,0,63,,,
Euston Square,Green Park,3,87,,,
Euston Square,Liverpool Street,745,170,,,
Euston Square,Oxford Circus,4,134,,,
Euston Square,Stratford,47,147,,,
Euston Square,Warren Street,0,63,,,
Euston Square,Waterloo,4,76,,,
Euston Square,Westminster,7,54,,,
Fairlop,Bank and Monument,67,48,49,50,50
Fairlop,Bond Street,22,16,16,15,14
Fairlop,Canary Wharf,27,38,22,41,44
Fairlop,Euston,3,13,14,13,12
Fairlop,Green Park,8,20,20,19,17
Fairlop,Liverpool Street,89,39,40,41,42
Fairlop,Oxford Circus,29,30,30,28,26
Fairlop,Stratford,160,38,38,47,60
Fairlop,Warren Street,3,14,14,13,12
Fairlop,Waterloo,23,18,18,17,16
Fairlop,Westminster,6,12,13,12,11
Farringdon,Bank and Monument,55,225,228,328,446
Farringdon,Bond Street,6,70,71,69,59
Farringdon,Canary Wharf,6,159,91,133,93
Farringdon,Euston,23,62,62,78,90
Farringdon,Green Park,14,85,86,81,66
Farringdon,Liverpool Street,991,186,189,294,440
Farringdon,Oxford Circus,23,132,133,136,123
Farringdon,Stratford,85,151,153,120,79
Farringdon,Warren Street,28,62,63,73,76
Farringdon,Waterloo,1,78,79,80,72
Farringdon,Westminster,10,54,55,52,43
Finchley Central,Bank and Monument,432,270,274,273,270
Finchley Central,Bond Street,40,92,94,101,109
Finchley Central,Canary Wharf,79,207,119,184,156
Finchley Central,Euston,165,78,79,93,111
Finchley Central,Green Park,75,113,114,121,128
Finchley Central,Liverpool Street,65,220,223,225,225
Finchley Central,Oxford Circus,137,172,174,191,211
Finchley Central,Stratford,41,198,201,174,144
Finchley Central,Warren Street,207,80,81,93,108
Finchley Central,Waterloo,182,100,102,104,105
Finchley Central,Westminster,38,71,72,74,75
Finchley Road,Bank and Monument,60,197,200,189,165
Finchley Road,Bond Street,192,70,71,85,100
Finchley Road,Canary Wharf,292,150,86,119,83
Finchley Road,Euston,0,57,58,62,64
Finchley Road,Green Park,146,84,85,95,102
Finchley Road,Liverpool Street,266,160,163,154,134
Finchley Road,Oxford Circus,40,129,131,158,184
Finchley Road,Stratford,21,143,145,111,75
Finchley Road,Warren Street,0,59,59,66,70
Finchley Road,Waterloo,83,74,75,76,73
Finchley Road,Westminster,104,53,53,55,53
Finchley Road & Frognal,Stratford,37,205,205,158,91
Finsbury Park,Bank and Monument,262,984,,,
Finsbury Park,Bond Street,112,334,,,
Finsbury Park,Canary Wharf,272,747,,,
Finsbury Park,Euston,446,287,,,
Finsbury Park,Green Park,590,407,,,
Finsbury Park,Liverpool Street,126,804,,,
Finsbury Park,Oxford Circus,1442,624,,,
Finsbury Park,Stratford,3,733,,,
Finsbury Park,Warren Street,836,292,,,
Finsbury Park,Waterloo,241,363,,,
Finsbury Park,Westminster,184,258,,,
Forest Gate,Liverpool Street,771,1023,1023,748,461
Forest Gate,Stratford,1384,1065,1065,1386,1703
Fulham Broadway,Bank and Monument,146,133,135,124,103
Fulham Broadway,Bond Street,38,46,47,51,51
Fulham Broadway,Canary Wharf,118,102,58,80,55
Fulham Broadway,Euston,23,38,39,38,35
Fulham Broadway,Green Park,101,58,58,68,75
Fulham Broadway,Liverpool Street,56,108,109,97,78
Fulham Broadway,Oxford Circus,92,86,87,95,97
Fulham Broadway,Stratford,16,96,98,71,45
Fulham Broadway,Warren Street,37,39,40,40,38
Fulham Broadway,Waterloo,14,51,51,53,51
Fulham Broadway,Westminster,41,36,37,40,41
Gallions Reach,Bank and Monument,80,151,165,127,97
Gallions Reach,Canary Wharf,14,124,76,126,121
Gallions Reach,Stratford,0,118,129,117,109
Gants Hill,Bank and Monument,296,221,225,235,245
Gants Hill,Bond Street,98,73,74,69,63
Gants Hill,Canary Wharf,190,176,101,199,222
Gants Hill,Euston,16,61,62,60,57
Gants Hill,Green Park,29,89,91,85,79
Gants Hill,Liverpool Street,382,181,183,197,211
Gants Hill,Oxford Circus,110,136,138,131,121
Gants Hill,Stratford,835,177,179,247,358
Gants Hill,Warren Street,18,63,64,61,57
Gants Hill,Waterloo,119,81,82,81,78
Gants Hill,Westminster,45,57,58,56,53
Gidea Park,Liverpool Street,1661,1472,1472,1227,861
Gidea Park,Stratford,1415,1410,1410,1366,1148
Gloucester Road,Bank and Monument,175,193,195,177,141
Gloucester Road,Bond Street,43,68,69,78,82
Gloucester Road,Canary Wharf,223,146,84,109,68
Gloucester Road,Euston,43,55,56,56,51
Gloucester Road,Green Park,200,85,86,110,133
Gloucester Road,Liverpool Street,126,155,157,137,104
Gloucester Road,Oxford Circus,74,126,128,147,156
Gloucester Road,Stratford,21,138,140,96,54
Gloucester Road,Warren Street,47,57,58,60,57
Gloucester Road,Waterloo,31,74,75,80,77
Gloucester Road,Westminster,105,53,54,62,66
Golders Green,Bank and Monument,328,210,213,212,208
Golders Green,Bond Street,33,72,73,80,89
Golders Green,Canary Wharf,40,160,92,138,112
Golders Green,Euston,149,62,62,77,98
Golders Green,Green Park,69,88,89,96,103
Golders Green,Liverpool Street,42,171,174,175,175
Golders Green,Oxford Circus,96,134,136,154,175
Golders Green,Stratford,21,153,156,130,103
Golders Green,Warren Street,142,63,64,76,93
Golders Green,Waterloo,128,78,79,81,83
Golders Green,Westminster,22,55,56,58,59
Goldhawk Road,Bank and Monument,2,64,65,57,44
Goldhawk Road,Bond Street,1,22,23,23,22
Goldhawk Road,Canary Wharf,10,49,28,38,25
Goldhawk Road,Green Park,10,27,28,30,29
Goldhawk Road,Liverpool Street,60,52,53,46,35
Goldhawk Road,Oxford Circus,1,41,42,43,40
Goldhawk Road,Stratford,1,47,47,34,21
Goldhawk Road,Warren Street,0,19,19,18,16
Goldhawk Road,Waterloo,5,24,25,24,21
Goldhawk Road,Westminster,3,17,18,18,16
Goodge Street,Bank and Monument,10,16,16,16,14
Goodge Street,Bond Street,1,6,6,7,9
Goodge Street,Canary Wharf,16,12,7,8,5
Goodge Street,Euston,6,5,5,9,14
Goodge Street,Green Park,1,7,7,9,10
Goodge Street,Liverpool Street,5,13,13,12,9
Goodge Street,Oxford Circus,2,11,11,16,23
Goodge Street,Stratford,2,11,11,7,4
Goodge Street,Warren Street,1,5,5,13,30
Goodge Street,Waterloo,49,6,6,7,7
Goodge Street,Westminster,7,4,4,5,5
Goodmayes,Liverpool Street,1040,1348,1348,1105,787
Goodmayes,Stratford,1788,1314,1314,1371,1303
Gospel Oak,Liverpool Street,0,154,154,141,112
Gospel Oak,Stratford,70,142,142,124,92
Grange Hill,Bank and Monument,56,35,36,36,36
Grange Hill,Bond Street,17,12,12,11,10
Grange Hill,Canary Wharf,21,28,16,30,31
Grange Hill,Euston,2,10,10,9,9
Grange Hill,Green Park,4,14,15,13,12
Grange Hill,Liverpool Street,63,29,29,30,30
Grange Hill,Oxford Circus,16,22,22,21,19
Grange Hill,Stratford,82,28,28,34,42
Grange Hill,Warren Street,1,10,10,10,9
Grange Hill,Waterloo,9,13,13,13,12
Grange Hill,Westminster,4,9,9,9,8
Great Portland Street,Bank and Monument,14,50,50,49,43
Great Portland Street,Bond Street,1,18,18,24,31
Great Portland Street,Canary Wharf,25,37,21,27,17
Great Portland Street,Green Park,1,21,21,25,27
Great Portland Street,Liverpool Street,135,41,41,41,37
Great Portland Street,Oxford Circus,1,33,33,44,56
Great Portland Street,Stratford,11,35,36,25,15
Great Portland Street,Warren Street,0,15,15,19,22
Great Portland Street,Waterloo,1,18,19,19,17
Great Portland Street,Westminster,4,13,13,13,12
Green Park,Bank and Monument,51,85,86,82,68
Green Park,Bond Street,25,32,33,55,89
Green Park,Canary Wharf,228,63,36,44,25
Green Park,Euston,42,25,25,30,32
Green Park,Liverpool Street,39,68,69,61,47
Green Park,Oxford Circus,37,60,61,108,188
Green Park,Stratford,42,59,60,38,19
Green Park,Warren Street,32,26,26,34,41
Green Park,Waterloo,46,33,34,43,49
Green Park,Westminster,22,25,25,38,56
Greenford,Bank and Monument,130,118,120,115,108
Greenford,Bond Street,68,41,41,44,47
Greenford,Canary Wharf,50,91,52,80,67
Greenford,Euston,15,34,34,34,35
Greenford,Green Park,14,49,50,52,54
Greenford,Liverpool Street,134,96,97,92,84
Greenford,Oxford Circus,87,75,76,80,85
Greenford,Stratford,40,87,88,74,60
Greenford,Warren Street,24,34,35,36,37
Greenford,Waterloo,27,44,45,44,43
Greenford,Westminster,32,31,32,32,32
Greenwich,Bank and Monument,169,318,348,262,187
Greenwich,Canary Wharf,276,269,166,315,344
Greenwich,Stratford,37,241,263,198,140
Gunnersbury,Bank and Monument,52,90,91,85,75
Gunnersbury,Bond Street,9,31,31,32,32
Gunnersbury,Canary Wharf,23,69,40,58,44
Gunnersbury,Euston,12,26,26,25,24
Gunnersbury,Green Park,31,38,39,42,44
Gunnersbury,Liverpool Street,15,73,74,67,58
Gunnersbury,Oxford Circus,29,58,58,61,61
Gunnersbury,Stratford,25,66,67,52,37
Gunnersbury,Warren Street,10,26,27,27,25
Gunnersbury,Waterloo,3,34,34,35,33
Gunnersbury,Westminster,24,24,25,25,25
Hackney Central,Stratford,742,554,,,
Hackney Downs,Liverpool Street,475,388,,,
Hackney Wick,Liverpool Street,0,208,208,189,139
Hackney Wick,Stratford,578,221,221,403,682
Haggerston,Stratford,3,358,358,321,244
Hainault,Bank and Monument,172,137,139,143,146
Hainault,Bond Street,61,45,46,44,40
Hainault,Canary Wharf,82,109,62,118,127
Hainault,Euston,9,38,39,37,36
Hainault,Green Park,23,56,56,53,50
Hainault,Liverpool Street,267,112,113,119,124
Hainault,Oxford Circus,72,84,86,82,76
Hainault,Stratford,443,107,109,135,172
Hainault,Warren Street,11,39,39,38,36
Hainault,Waterloo,57,50,51,50,48
Hainault,Westminster,20,35,36,35,33
Hammersmith,Bank and Monument,201,450,,,
Hammersmith,Bond Street,65,156,,,
Hammersmith,Canary Wharf,193,344,,,
Hammersmith,Euston,23,128,,,
Hammersmith,Green Park,362,193,,,
Hammersmith,Liverpool Street,371,364,,,
Hammersmith,Oxford Circus,118,290,,,
Hammersmith,Stratford,51,326,,,
Hammersmith,Warren Street,19,132,,,
Hammersmith,Waterloo,40,170,,,
Hammersmith,Westminster,112,122,,,
Hampstead,Bank and Monument,187,86,88,86,83
Hampstead,Bond Street,8,30,30,34,38
Hampstead,Canary Wharf,16,66,38,54,41
Hampstead,Euston,62,26,26,35,47
Hampstead,Green Park,37,36,37,40,43
Hampstead,Liverpool Street,26,70,72,72,70
Hampstead,Oxford Circus,43,56,57,66,76
Hampstead,Stratford,4,63,64,51,38
Hampstead,Warren Street,67,26,27,33,43
Hampstead,Waterloo,44,32,33,33,34
Hampstead,Westminster,10,23,23,24,24
Hampstead Heath,Liverpool Street,1,129,129,118,93
Hampstead Heath,Stratford,90,119,119,103,77
Hanger Lane,Bank and Monument,120,92,93,88,82
Hanger Lane,Bond Street,67,32,32,35,39
Hanger Lane,Canary Wharf,37,71,41,61,49
Hanger Lane,Euston,11,26,27,27,27
Hanger Lane,Green Park,11,39,39,41,43
Hanger Lane,Liverpool Street,112,74,76,70,63
Hanger Lane,Oxford Circus,81,59,60,64,68
Hanger Lane,Stratford,23,67,68,56,43
Hanger Lane,Warren Street,18,27,27,28,29
Hanger Lane,Waterloo,12,34,35,34,33
Hanger Lane,Westminster,16,24,25,25,25
Harlesden,Bank and Monument,18,64,65,60,52
Harlesden,Bond Street,7,22,23,24,25
Harlesden,Canary Wharf,12,49,28,40,30
Harlesden,Euston,83,19,19,20,22
Harlesden,Green Park,7,27,27,28,28
Harlesden,Liverpool Street,14,52,53,49,43
Harlesden,Oxford Circus,32,41,42,44,44
Harlesden,Stratford,8,47,48,38,28
Harlesden,Warren Street,2,19,19,20,21
Harlesden,Waterloo,18,24,24,23,21
Harlesden,Westminster,8,17,17,17,16
Harold Wood,Liverpool Street,1130,1299,1299,1121,876
Harold Wood,Stratford,1316,1240,1240,1224,1123
Harringay Green Lanes,Stratford,0,138,138,120,93
Harrow & Wealdstone,Bank and Monument,20,74,75,71,66
Harrow & Wealdstone,Bond Street,4,25,26,27,28
Harrow & Wealdstone,Canary Wharf,13,57,33,51,42
Harrow & Wealdstone,Euston,0,21,22,22,23
Harrow & Wealdstone,Green Park,2,31,31,32,32
Harrow & Wealdstone,Liverpool Street,3,60,61,58,55
Harrow & Wealdstone,Oxford Circus,31,47,48,49,50
Harrow & Wealdstone,Stratford,5,55,56,48,40
Harrow & Wealdstone,Warren Street,0,22,22,23,23
Harrow & Wealdstone,Waterloo,19,28,28,27,26
Harrow & Wealdstone,Westminster,3,20,20,19,19
Harrow-on-the-Hill,Bank and Monument,45,263,267,253,233
Harrow-on-the-Hill,Bond Street,110,90,92,95,98
Harrow-on-the-Hill,Canary Wharf,243,203,117,178,146
Harrow-on-the-Hill,Euston,0,75,76,76,75
Harrow-on-the-Hill,Green Park,83,110,111,113,113
Harrow-on-the-Hill,Liverpool Street,263,214,217,206,189
Harrow-on-the-Hill,Oxford Circus,71,167,170,177,181
Harrow-on-the-Hill,Stratford,47,196,198,173,144
Harrow-on-the-Hill,Warren Street,0,77,78,79,78
Harrow-on-the-Hill,Waterloo,93,98,99,97,93
Harrow-on-the-Hill,Westminster,119,70,71,69,67
Hatch End,Euston,70,83,83,79,69
Hatch End,Stratford,0,217,217,175,124
Hatton Cross,Bank and Monument,15,59,60,57,52
Hatton Cross,Bond Street,9,20,20,20,20
Hatton Cross,Canary Wharf,10,46,26,41,35
Hatton Cross,Euston,8,17,17,16,16
Hatton Cross,Green Park,25,25,25,25,26
Hatton Cross,Liverpool Street,15,48,48,45,41
Hatton Cross,Oxford Circus,21,37,38,38,37
Hatton Cross,Stratford,6,44,44,38,31
Hatton Cross,Warren Street,7,17,17,17,16
Hatton Cross,Waterloo,4,22,22,22,21
Hatton Cross,Westminster,5,16,16,16,16
Headstone Lane,Euston,29,45,45,42,35
Headstone Lane,Stratford,1,117,117,93,63
Heathrow Terminal 4,Bank and Monument,5,34,35,33,31
Heathrow Terminal 4,Bond Street,1,12,12,12,12
Heathrow Terminal 4,Canary Wharf,4,27,15,24,21
Heathrow Terminal 4,Euston,7,10,10,10,9
Heathrow Terminal 4,Green Park,8,14,15,15,15
Heathrow Terminal 4,Liverpool Street,3,28,28,26,24
Heathrow Terminal 4,Oxford Circus,2,22,22,22,22
Heathrow Terminal 4,Stratford,8,25,26,22,18
Heathrow Terminal 4,Warren Street,1,10,10,10,10
Heathrow Terminal 4,Waterloo,2,13,13,13,12
Heathrow Terminal 4,Westminster,2,9,9,9,9
Heathrow Terminal 5,Bank and Monument,14,39,40,38,36
Heathrow Terminal 5,Bond Street,5,13,14,14,14
Heathrow Terminal 5,Canary Wharf,14,31,18,28,25
Heathrow Terminal 5,Euston,8,11,11,11,11
Heathrow Terminal 5,Green Park,26,16,17,17,17
Heathrow Terminal 5,Liverpool Street,13,32,33,31,29
Heathrow Terminal 5,Oxford Circus,5,25,25,25,25
Heathrow Terminal 5,Stratford,6,29,30,26,22
Heathrow Terminal 5,Warren Street,2,11,12,11,11
Heathrow Terminal 5,Waterloo,4,15,15,15,14
